name,price
现货 流畅的Python 计算机编程语言 Python核心技术 编程思想,99.00
青少年学Python,66.20
包邮 学习OpenCV3 中文版+深度学习与计算机视觉+Python计算机视觉编程+Python语言,256.60
Python 3.0科学计算指南,51.10
[按需印刷]编写高质量代码：改善Python程序的91个建议 计算机与互…|3770256,59.00
Python网络编程(Linux)（大数据与人工智能技术丛书）,33.10
机器人Python青少年编程开发实例,49.40
Python数据可视化,54.20
Python算法教程+数据结构 Python语言描述 语言编程入门 利用Pytho,105.30
Web接口开发与自动化测试-基于Python语言,43.10
包邮 图解算法 使用Python+图解数据结构 使用Python 简单有趣的算法入门书,95.80
套装3本Python 3网络爬虫开发实战精通Python爬虫框架Scrapy 用Python写网络爬,147.00
Python自然语言处理实战,45.50
Python机器学习实践指南,51.80
Python高级编程-第2版,66.80
Python计算与编程实践:多媒体方法(原书第2版) 古兹迪阿尔 978711138738,53.10
PYTHON网络爬虫实例教程(视频讲解版),37.40
Python学习：从入门到实践 王学颖 9787302486978 清华大学出版社,37.00
Python高级编程 第2版 python 程序设计 编程源代码开发基础教程书籍,71.20
Python网络编程(Linux),32.80
(正版特价)预测分析：Python语言实现 计算机与互联网 书籍|230519,29.50
Python编程基础与HTTP接口测试,31.90
现货 Python3 网络爬虫开发实战  Scrapy数据分析处理手册 数据抓取指南,66.00
Python网络爬虫从入门到实践,38.50
Python编程入门 全3册 Python编程从入门到实践 零基础入门学习 基础教程,160.90
包邮 利用Python进行数据分析|3768783,62.30
深度学习 基于Keras的Python实践 魏贞原Keras编程框架书深度学习入门和实践应用图书 深,41.40
Python编程从入门到实践+Python核心编程(第3版) 组套装,137.20
笨办法学Python3 编程从入门到实践教程书 代码基于Python3.6基础教程自学书,46.00
基于ArcGIS的Python编程秘笈(第2版),51.10
人民邮电：Python编程从入门到实践,62.00
【RY】正版 Python数据分析 第二2版 Python 数据科学教程书 数据分析 Python机,46.90
图灵教育 Python机器学习经典实例 人工智能 机器人 无人驾驶,47.20
玩转Python网络爬虫,52.40
Python设计模式 *2版 程序设计 python,29.10
教孩子学编程Python语言版 零基础学编程 Python入门教程书籍 儿童编程语言启蒙书,45.00
包邮 虫术 Python绝技+用Python写网络爬虫第2版+Python 3网络爬虫开发实战书籍,183.50
PYTHON编程基础,29.90
PYTHON从菜鸟到高手,107.50
21天学通Python(第2版),49.60
PYTHON数据可视化之MATPLOTLIB实践,49.00
Python 3.0科学计算指南,56.60
Python自然语言处理实战,58.00
"教孩子学编程趣学Python编程  [美]Jason Briggs,R3S",32.90
Python 3.6零基础入门与实战 王启明 赠送示例源代码与教学视频Python3.6入门教,37.76
Flask Web开发:基于Python的Web应用开发实战 第2版,51.10
包邮 量化投资 以Python为工具 Python语言处理 数据Python金融 量化投资,65.80
Python地理数据处理,66.20
基于Python的大数据分析基础及实战 Python编程,38.40
利用Python进行数据分析 原书第2版 基础教程Python实践从入门到精通计算机数据分析数据科学,73.40
Python网络编程(Linux),19.30
Python地理空间分析指南(第2版),58.50
【RY】教孩子学编程Python语言版 python从入门到实践 python核心技术 pytho,40.10
Python数据处理 [美] 杰奎琳·凯泽尔(Jacqueline Kazil)凯 978,57.42
Python数据处理,71.80
Python设计模式(第2版),28.30
Python核心编程(中文 第二版) (08年度畅销榜TOP50) 计算…|39969,71.20
包邮精通Python自然语言处理+Python自然语言处理实战+Python文本分析 NLP技术,155.50
Python学习从入门到实践 王学颖、刘立群、刘冰、司雨昌 9787302486978,27.84
Python 网络爬虫实战,47.80
Python基础实例教程 微课版,40.30
PYTHON程序设计基础实战教程 计算机与互联网 书籍,37.80
包邮跟老齐学Python：Django实战+高效开发实战+Web开发实战 Python 3,189.80
Python机器学习实践指南 程序设计 python书,51.75
小创客轻松玩转micro:bit+机器人Python编程开发实例+MicroPython入门指南,116.60
数据结构（Python语言描述）兰伯特 Python编程基础教程书籍,49.60
玩转Python轻松过二级 Python等级考试 Python二级考试 模拟试题 全国 python,31.36
Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法,55.00
笨办法学Python 3,44.80
Python编程 从入门到实践 [美]埃里克·马瑟斯(Eric Matthes) 9787,51.62
包邮 python 3标准库 计算机软件工具程序设计书籍,148.80
零起点Python大数据与量化交易 何海群 电子工业出版社,76.80
Python物理学高效计算,78.20
图灵程序设计丛书·Python数据分析基础教程：NumPy学习指南（第2版）,38.70
Python3学习笔记上卷,66.80
Python机器学习基础教程,57.70
Python程序设计案例教程：从入门到机器学习（微课版）,41.60
【RY】预售 数据结构 Python语言描述 Python语言版 国外高等院校信息科学与技术教材 计,46.90
玩转Django 2.0 黄永祥 深入剖析Django 2.0 Python Web网站项目开发实战,47.50
Python程序设计案例教程 从入门到机器学习 微课版,41.20
PYTHON从小白到大牛,74.80
你也能看得懂的PYTHON算法书,44.80
Python算法教程 赫特兰 9787115404831 人民邮电出版社,51.80
Python测试驱动开发：使用Django、Selenium和JavaScript进行We,89.20
跟老齐学Python：Django实战 齐伟 9787121325724 电子工业出版社,52.40
达人迷-Python趣味编程10例,66.80
用Python写网络爬虫 第2版,31.00
【R】Python应用开发实战 python核心编程 Python项目开发实战教程 Pytho,58.35
正版 自动化平台测试开发：Python测试开发实战 计算机网络 计算机网络 程序设计 自,54.40
Python数据挖掘入门与实践+Python网络数据采集  2本,86.00
Python新手使用Django架站的16堂课,65.00
Python学习从入门到实践 python网络爬虫 Python基础教程书籍 python学习,30.72
Python金融实战 [美] Yuxing Yan 严玉星 9787115457073,39.50
图解数据结构使用Python,58.50
预测分析：Python语言实现,48.70
Python Cookbook（中文版 第3版）,78.80
零起点Python机器学习快速入门/Top Quant CHRD前海智库,40.28
Python高手之路 第3版,46.10
PYTHON自然语言处理,60.00
Selenium 2自动化测试实战+Web接口开发与自动化测试 基于Python语言,88.00
Python3.5从零开始学,44.00
新书利用python进行数据分析 原书第2版 O'Reilly 基础教程 python实,90.80
零压力学Python,59.30
包邮PySpark实战指南 利用Python和Spark+Apache Spark机器学习,80.80
PYTHON高性能(第2版),43.70
【R】图灵教育 Python基础教程 第3版 Python入门版,69.90
PYTHON数据科学手册（影印版 英文版）,87.80
【新版】Python程序设计第3版  Python3 爬虫Python核心编程基础教程,69.00
正版 从零开始学Python数据分析与挖掘 刘顺祥,53.50
零起点Python大数据与量化交易 何海群 9787121306594,74.30
异步图书 Python贝叶斯分析 从务实和编程的角度讲解贝叶斯统计中的主要概念和应用 概,55.20
预测分析-Python语言实现,53.10
【JG】 Python机器学习实践:测试驱动的开发方法,47.20
【包邮】Python机器学习 预测分析核心算法,58.00
【正版包邮】Python编程快速上手 让繁琐工作自动化 Python语言基础教程学习书,53.60
【正版包邮】Python编程 从入门到实践 python3.5绝技核心编程基础教程,67.40
【正版包邮】像计算机科学家一样思考Python 第2版,48.00
零起点Python机器学习快速入门  何海*,46.00
Web接口开发与自动化测试——基于Python语言  虫师著,46.00
11招玩转网络安全——用Python，更安全 hstking 9787121341083,53.80
清华   图解算法——使用Python 9787302509882 清华大学出版社,42.10
机器人Python极客编程入门与实战/青少年学编程系列丛书,37.17
机器人Python青少年编程开发实例/青少年学编程系列丛书,37.17
Python核心编程 第3版 9787115414779,99.00
Python+Spark2.0+Hadoop机器学习与大数据实战,79.20
Python核心编程 第3版 编程从入门到实践 Python核心语言开发指南 自学教程基础书籍 程序,97.00
Python程序设计 第3版 Python编程从入门到实践 计算机程序设计3.0基础教程 精通核心编,70.00
Keras快速上手：基于Python的深度学习实战,51.40
Python文本分析/数据科学与工程技术丛书,67.20
Python核心编程(第二版)(Python领域经典作品、非常有名的开发指南),57.85
利用Python开源工具分析恶意代码/图灵程序设计丛书,84.30
【RT】 Python开发向导(云计算工程师系列),33.10
正版 Python基础教程 第2版 python2爬虫数据分析入门教程python编程教程 自学教程,77.00
Python数据分析从入门到精通 9787121336133 张啸宇  李静,44.90
Python 金融大数据分析 Python编程从入门到实践 核心编程基础教程 网络爬虫入门书籍 py,93.00
正版  Python数据分析入门——从数据获取到可视化 沈祥壮 俊彩图书专营店 计算机与互联网 书籍,47.20
包邮 从零开始学Python网络爬虫 Python网络爬虫开发原理工具书 python网,47.60
正版 Python网络爬虫实例教程（视频讲解版）网络爬虫概述  requests库入门,39.20
正版 Python编程从入门到精通 计算机与互联网 编程语言与程序设计 零基础学编程基础,60.30
正版 Python数据科学导论 概念、技术与应用 python语言编程教程书籍数据科学入,41.50
异步图书 Python贝叶斯分析 从务实和编程的角度讲解贝叶斯统计中的主要概念和应用 概,55.20
预测分析-Python语言实现,53.10
【JG】 Python机器学习实践:测试驱动的开发方法,47.20
【包邮】Python机器学习 预测分析核心算法,58.00
【正版包邮】Python编程快速上手 让繁琐工作自动化 Python语言基础教程学习书,53.60
【正版包邮】Python编程 从入门到实践 python3.5绝技核心编程基础教程,67.40
【正版包邮】像计算机科学家一样思考Python 第2版,48.00
零起点Python机器学习快速入门  何海*,46.00
Web接口开发与自动化测试——基于Python语言  虫师著,46.00
11招玩转网络安全——用Python，更安全 hstking 9787121341083,53.80
清华   图解算法——使用Python 9787302509882 清华大学出版社,42.10
机器人Python极客编程入门与实战/青少年学编程系列丛书,37.17
机器人Python青少年编程开发实例/青少年学编程系列丛书,37.17
Python核心编程 第3版 9787115414779,99.00
Python+Spark2.0+Hadoop机器学习与大数据实战,79.20
Python核心编程 第3版 编程从入门到实践 Python核心语言开发指南 自学教程基础书籍 程序,97.00
Python程序设计 第3版 Python编程从入门到实践 计算机程序设计3.0基础教程 精通核心编,70.00
Keras快速上手：基于Python的深度学习实战,51.40
Python文本分析/数据科学与工程技术丛书,67.20
Python核心编程(第二版)(Python领域经典作品、非常有名的开发指南),57.85
利用Python开源工具分析恶意代码/图灵程序设计丛书,84.30
【RT】 Python开发向导(云计算工程师系列),33.10
正版 Python基础教程 第2版 python2爬虫数据分析入门教程python编程教程 自学教程,77.00
Python数据分析从入门到精通 9787121336133 张啸宇  李静,44.90
Python 金融大数据分析 Python编程从入门到实践 核心编程基础教程 网络爬虫入门书籍 py,93.00
正版  Python数据分析入门——从数据获取到可视化 沈祥壮 俊彩图书专营店 计算机与互联网 书籍,47.20
包邮 从零开始学Python网络爬虫 Python网络爬虫开发原理工具书 python网,47.60
正版 Python网络爬虫实例教程（视频讲解版）网络爬虫概述  requests库入门,39.20
正版 Python编程从入门到精通 计算机与互联网 编程语言与程序设计 零基础学编程基础,60.30
正版 Python数据科学导论 概念、技术与应用 python语言编程教程书籍数据科学入,41.50
异步图书 Python贝叶斯分析 从务实和编程的角度讲解贝叶斯统计中的主要概念和应用 概,55.20
预测分析-Python语言实现,53.10
【JG】 Python机器学习实践:测试驱动的开发方法,47.20
【包邮】Python机器学习 预测分析核心算法,58.00
【正版包邮】Python编程快速上手 让繁琐工作自动化 Python语言基础教程学习书,53.60
清华   图解算法——使用Python 9787302509882 清华大学出版社,42.10
清华   图解算法——使用Python 9787302509882 清华大学出版社,42.10
【正版包邮】Python编程 从入门到实践 python3.5绝技核心编程基础教程,67.40
跟老齐学Python：Django实战,44.90
Python趣味编程入门 人工智能 青少年学编程 人工智能热门编程语言 附赠源代码文件,39.20
Python编程基础 Python  大数据  数据分析  高职 计算机 软件技术,39.80
Python数据科学入门 数据分析教程 掌握用Python编程进行数据分析的核心技能,55.20
异步图书 Python贝叶斯分析 从务实和编程的角度讲解贝叶斯统计中的主要概念和应用 概,55.20
【JG】 Python机器学习实践:测试驱动的开发方法,47.20
预测分析-Python语言实现,53.10
跟老齐学Python：Django实战,44.90
Python趣味编程入门 人工智能 青少年学编程 人工智能热门编程语言 附赠源代码文件,39.20
Python编程基础 Python  大数据  数据分析  高职 计算机 软件技术,39.80
Python数据科学入门 数据分析教程 掌握用Python编程进行数据分析的核心技能,55.20
异步图书 Python贝叶斯分析 从务实和编程的角度讲解贝叶斯统计中的主要概念和应用 概,55.20
【JG】 Python机器学习实践:测试驱动的开发方法,47.20
【正版包邮】像计算机科学家一样思考Python 第2版,48.00
零起点Python机器学习快速入门  何海*,46.00
Web接口开发与自动化测试——基于Python语言  虫师著,46.00
【包邮】Python机器学习 预测分析核心算法,58.00
【正版包邮】Python编程快速上手 让繁琐工作自动化 Python语言基础教程学习书,53.60
【正版包邮】Python编程 从入门到实践 python3.5绝技核心编程基础教程,67.40
【正版包邮】像计算机科学家一样思考Python 第2版,48.00
机器人Python极客编程入门与实战/青少年学编程系列丛书,37.17
机器人Python青少年编程开发实例/青少年学编程系列丛书,37.17
Python核心编程 第3版 9787115414779,99.00
预测分析-Python语言实现,53.10
【包邮】Python机器学习 预测分析核心算法,58.00
【正版包邮】Python编程快速上手 让繁琐工作自动化 Python语言基础教程学习书,53.60
【正版包邮】Python编程 从入门到实践 python3.5绝技核心编程基础教程,67.40
【正版包邮】像计算机科学家一样思考Python 第2版,48.00
机器人Python极客编程入门与实战/青少年学编程系列丛书,37.17
11招玩转网络安全——用Python，更安全 hstking 9787121341083,53.80
清华   图解算法——使用Python 9787302509882 清华大学出版社,42.10
机器人Python极客编程入门与实战/青少年学编程系列丛书,37.17
机器人Python青少年编程开发实例/青少年学编程系列丛书,37.17
Python核心编程 第3版 9787115414779,99.00
Python+Spark2.0+Hadoop机器学习与大数据实战,79.20
Python核心编程 第3版 编程从入门到实践 Python核心语言开发指南 自学教程基础书籍 程序,97.00
Python+Spark2.0+Hadoop机器学习与大数据实战,79.20
机器人Python青少年编程开发实例/青少年学编程系列丛书,37.17
Python程序设计 第3版 Python编程从入门到实践 计算机程序设计3.0基础教程 精通核心编,70.00
Keras快速上手：基于Python的深度学习实战,51.40
Python文本分析/数据科学与工程技术丛书,67.20
Python核心编程(第二版)(Python领域经典作品、非常有名的开发指南),57.85
Python核心编程 第3版 编程从入门到实践 Python核心语言开发指南 自学教程基础书籍 程序,97.00
Python程序设计 第3版 Python编程从入门到实践 计算机程序设计3.0基础教程 精通核心编,70.00
Keras快速上手：基于Python的深度学习实战,51.40
Python文本分析/数据科学与工程技术丛书,67.20
Python核心编程 第3版 9787115414779,99.00
Python+Spark2.0+Hadoop机器学习与大数据实战,79.20
利用Python开源工具分析恶意代码/图灵程序设计丛书,84.30
【RT】 Python开发向导(云计算工程师系列),33.10
正版 Python基础教程 第2版 python2爬虫数据分析入门教程python编程教程 自学教程,77.00
Python数据分析从入门到精通 9787121336133 张啸宇  李静,44.90
Python核心编程(第二版)(Python领域经典作品、非常有名的开发指南),57.85
利用Python开源工具分析恶意代码/图灵程序设计丛书,84.30
【RT】 Python开发向导(云计算工程师系列),33.10
Python核心编程 第3版 编程从入门到实践 Python核心语言开发指南 自学教程基础书籍 程序,97.00
Python程序设计 第3版 Python编程从入门到实践 计算机程序设计3.0基础教程 精通核心编,70.00
Keras快速上手：基于Python的深度学习实战,51.40
Python 金融大数据分析 Python编程从入门到实践 核心编程基础教程 网络爬虫入门书籍 py,93.00
正版  Python数据分析入门——从数据获取到可视化 沈祥壮 俊彩图书专营店 计算机与互联网 书籍,47.20
包邮 从零开始学Python网络爬虫 Python网络爬虫开发原理工具书 python网,47.60
正版 Python网络爬虫实例教程（视频讲解版）网络爬虫概述  requests库入门,39.20
正版 Python基础教程 第2版 python2爬虫数据分析入门教程python编程教程 自学教程,77.00
Python数据分析从入门到精通 9787121336133 张啸宇  李静,44.90
Python 金融大数据分析 Python编程从入门到实践 核心编程基础教程 网络爬虫入门书籍 py,93.00
Python文本分析/数据科学与工程技术丛书,67.20
Python核心编程(第二版)(Python领域经典作品、非常有名的开发指南),57.85
利用Python开源工具分析恶意代码/图灵程序设计丛书,84.30
正版 Python编程从入门到精通 计算机与互联网 编程语言与程序设计 零基础学编程基础,60.30
正版 Python数据科学导论 概念、技术与应用 python语言编程教程书籍数据科学入,41.50
正版  Python数据分析入门——从数据获取到可视化 沈祥壮 俊彩图书专营店 计算机与互联网 书籍,47.20
包邮 从零开始学Python网络爬虫 Python网络爬虫开发原理工具书 python网,47.60
正版 Python网络爬虫实例教程（视频讲解版）网络爬虫概述  requests库入门,39.20
正版 Python数据科学导论 概念、技术与应用 python语言编程教程书籍数据科学入,41.50
【RT】 Python开发向导(云计算工程师系列),33.10
正版 Python基础教程 第2版 python2爬虫数据分析入门教程python编程教程 自学教程,77.00
Python数据分析从入门到精通 9787121336133 张啸宇  李静,44.90
Python 金融大数据分析 Python编程从入门到实践 核心编程基础教程 网络爬虫入门书籍 py,93.00
正版  Python数据分析入门——从数据获取到可视化 沈祥壮 俊彩图书专营店 计算机与互联网 书籍,47.20
包邮 从零开始学Python网络爬虫 Python网络爬虫开发原理工具书 python网,47.60
正版 Python网络爬虫实例教程（视频讲解版）网络爬虫概述  requests库入门,39.20
正版 Python数据科学导论 概念、技术与应用 python语言编程教程书籍数据科学入,41.50
清华   图解算法——使用Python 9787302509882 清华大学出版社,42.10
跟老齐学Python：Django实战,44.90
清华   图解算法——使用Python 9787302509882 清华大学出版社,42.10
Python趣味编程入门 人工智能 青少年学编程 人工智能热门编程语言 附赠源代码文件,39.20
Python编程基础 Python  大数据  数据分析  高职 计算机 软件技术,39.80
Python数据科学入门 数据分析教程 掌握用Python编程进行数据分析的核心技能,55.20
异步图书 Python贝叶斯分析 从务实和编程的角度讲解贝叶斯统计中的主要概念和应用 概,55.20
跟老齐学Python：Django实战,44.90
【JG】 Python机器学习实践:测试驱动的开发方法,47.20
预测分析-Python语言实现,53.10
异步图书 Python贝叶斯分析 从务实和编程的角度讲解贝叶斯统计中的主要概念和应用 概,55.20
Python趣味编程入门 人工智能 青少年学编程 人工智能热门编程语言 附赠源代码文件,39.20
Python编程基础 Python  大数据  数据分析  高职 计算机 软件技术,39.80
Python数据科学入门 数据分析教程 掌握用Python编程进行数据分析的核心技能,55.20
异步图书 Python贝叶斯分析 从务实和编程的角度讲解贝叶斯统计中的主要概念和应用 概,55.20
【JG】 Python机器学习实践:测试驱动的开发方法,47.20
【包邮】Python机器学习 预测分析核心算法,58.00
【正版包邮】Python编程快速上手 让繁琐工作自动化 Python语言基础教程学习书,53.60
【正版包邮】Python编程 从入门到实践 python3.5绝技核心编程基础教程,67.40
【正版包邮】像计算机科学家一样思考Python 第2版,48.00
机器人Python极客编程入门与实战/青少年学编程系列丛书,37.17
机器人Python青少年编程开发实例/青少年学编程系列丛书,37.17
预测分析-Python语言实现,53.10
【JG】 Python机器学习实践:测试驱动的开发方法,47.20
【包邮】Python机器学习 预测分析核心算法,58.00
预测分析-Python语言实现,53.10
【包邮】Python机器学习 预测分析核心算法,58.00
【正版包邮】Python编程快速上手 让繁琐工作自动化 Python语言基础教程学习书,53.60
Python核心编程 第3版 9787115414779,99.00
Python+Spark2.0+Hadoop机器学习与大数据实战,79.20
Python核心编程 第3版 编程从入门到实践 Python核心语言开发指南 自学教程基础书籍 程序,97.00
Python程序设计 第3版 Python编程从入门到实践 计算机程序设计3.0基础教程 精通核心编,70.00
Keras快速上手：基于Python的深度学习实战,51.40
【正版包邮】Python编程快速上手 让繁琐工作自动化 Python语言基础教程学习书,53.60
【正版包邮】Python编程 从入门到实践 python3.5绝技核心编程基础教程,67.40
【正版包邮】像计算机科学家一样思考Python 第2版,48.00
机器人Python极客编程入门与实战/青少年学编程系列丛书,37.17
机器人Python青少年编程开发实例/青少年学编程系列丛书,37.17
Python核心编程 第3版 9787115414779,99.00
Python+Spark2.0+Hadoop机器学习与大数据实战,79.20
Python文本分析/数据科学与工程技术丛书,67.20
Python核心编程(第二版)(Python领域经典作品、非常有名的开发指南),57.85
利用Python开源工具分析恶意代码/图灵程序设计丛书,84.30
【RT】 Python开发向导(云计算工程师系列),33.10
【正版包邮】Python编程 从入门到实践 python3.5绝技核心编程基础教程,67.40
【正版包邮】像计算机科学家一样思考Python 第2版,48.00
零起点Python机器学习快速入门  何海*,46.00
Web接口开发与自动化测试——基于Python语言  虫师著,46.00
11招玩转网络安全——用Python，更安全 hstking 9787121341083,53.80
清华   图解算法——使用Python 9787302509882 清华大学出版社,42.10
Python核心编程 第3版 编程从入门到实践 Python核心语言开发指南 自学教程基础书籍 程序,97.00
Python程序设计 第3版 Python编程从入门到实践 计算机程序设计3.0基础教程 精通核心编,70.00
正版 Python基础教程 第2版 python2爬虫数据分析入门教程python编程教程 自学教程,77.00
Python数据分析从入门到精通 9787121336133 张啸宇  李静,44.90
Python 金融大数据分析 Python编程从入门到实践 核心编程基础教程 网络爬虫入门书籍 py,93.00
正版  Python数据分析入门——从数据获取到可视化 沈祥壮 俊彩图书专营店 计算机与互联网 书籍,47.20
包邮 从零开始学Python网络爬虫 Python网络爬虫开发原理工具书 python网,47.60
正版 Python网络爬虫实例教程（视频讲解版）网络爬虫概述  requests库入门,39.20
机器人Python极客编程入门与实战/青少年学编程系列丛书,37.17
机器人Python青少年编程开发实例/青少年学编程系列丛书,37.17
Python核心编程 第3版 9787115414779,99.00
Python+Spark2.0+Hadoop机器学习与大数据实战,79.20
Python核心编程 第3版 编程从入门到实践 Python核心语言开发指南 自学教程基础书籍 程序,97.00
Python程序设计 第3版 Python编程从入门到实践 计算机程序设计3.0基础教程 精通核心编,70.00
Keras快速上手：基于Python的深度学习实战,51.40
Python文本分析/数据科学与工程技术丛书,67.20
Python核心编程(第二版)(Python领域经典作品、非常有名的开发指南),57.85
利用Python开源工具分析恶意代码/图灵程序设计丛书,84.30
【RT】 Python开发向导(云计算工程师系列),33.10
正版 Python基础教程 第2版 python2爬虫数据分析入门教程python编程教程 自学教程,77.00
正版 Python数据科学导论 概念、技术与应用 python语言编程教程书籍数据科学入,41.50
Keras快速上手：基于Python的深度学习实战,51.40
Python文本分析/数据科学与工程技术丛书,67.20
Python核心编程(第二版)(Python领域经典作品、非常有名的开发指南),57.85
利用Python开源工具分析恶意代码/图灵程序设计丛书,84.30
【RT】 Python开发向导(云计算工程师系列),33.10
Python数据分析从入门到精通 9787121336133 张啸宇  李静,44.90
Python 金融大数据分析 Python编程从入门到实践 核心编程基础教程 网络爬虫入门书籍 py,93.00
正版  Python数据分析入门——从数据获取到可视化 沈祥壮 俊彩图书专营店 计算机与互联网 书籍,47.20
正版 Python基础教程 第2版 python2爬虫数据分析入门教程python编程教程 自学教程,77.00
Python数据分析从入门到精通 9787121336133 张啸宇  李静,44.90
Python 金融大数据分析 Python编程从入门到实践 核心编程基础教程 网络爬虫入门书籍 py,93.00
正版  Python数据分析入门——从数据获取到可视化 沈祥壮 俊彩图书专营店 计算机与互联网 书籍,47.20
包邮 从零开始学Python网络爬虫 Python网络爬虫开发原理工具书 python网,47.60
正版 Python网络爬虫实例教程（视频讲解版）网络爬虫概述  requests库入门,39.20
包邮 从零开始学Python网络爬虫 Python网络爬虫开发原理工具书 python网,47.60
正版 Python网络爬虫实例教程（视频讲解版）网络爬虫概述  requests库入门,39.20
正版 Python数据科学导论 概念、技术与应用 python语言编程教程书籍数据科学入,41.50
正版 Python编程从入门到精通 计算机与互联网 编程语言与程序设计 零基础学编程基础,60.30
正版 Python数据科学导论 概念、技术与应用 python语言编程教程书籍数据科学入,41.50
清华   图解算法——使用Python 9787302509882 清华大学出版社,42.10
跟老齐学Python：Django实战,44.90
Python趣味编程入门 人工智能 青少年学编程 人工智能热门编程语言 附赠源代码文件,39.20
Python编程基础 Python  大数据  数据分析  高职 计算机 软件技术,39.80
Python数据科学入门 数据分析教程 掌握用Python编程进行数据分析的核心技能,55.20
异步图书 Python贝叶斯分析 从务实和编程的角度讲解贝叶斯统计中的主要概念和应用 概,55.20
【JG】 Python机器学习实践:测试驱动的开发方法,47.20
预测分析-Python语言实现,53.10
【包邮】Python机器学习 预测分析核心算法,58.00
【正版包邮】Python编程快速上手 让繁琐工作自动化 Python语言基础教程学习书,53.60
【正版包邮】Python编程 从入门到实践 python3.5绝技核心编程基础教程,67.40
【正版包邮】像计算机科学家一样思考Python 第2版,48.00
机器人Python极客编程入门与实战/青少年学编程系列丛书,37.17
机器人Python青少年编程开发实例/青少年学编程系列丛书,37.17
Python核心编程 第3版 9787115414779,99.00
Python+Spark2.0+Hadoop机器学习与大数据实战,79.20
Python核心编程 第3版 编程从入门到实践 Python核心语言开发指南 自学教程基础书籍 程序,97.00
Python程序设计 第3版 Python编程从入门到实践 计算机程序设计3.0基础教程 精通核心编,70.00
Keras快速上手：基于Python的深度学习实战,51.40
Python文本分析/数据科学与工程技术丛书,67.20
Python核心编程(第二版)(Python领域经典作品、非常有名的开发指南),57.85
利用Python开源工具分析恶意代码/图灵程序设计丛书,84.30
【RT】 Python开发向导(云计算工程师系列),33.10
正版 Python基础教程 第2版 python2爬虫数据分析入门教程python编程教程 自学教程,77.00
Python数据分析从入门到精通 9787121336133 张啸宇  李静,44.90
Python 金融大数据分析 Python编程从入门到实践 核心编程基础教程 网络爬虫入门书籍 py,93.00
正版  Python数据分析入门——从数据获取到可视化 沈祥壮 俊彩图书专营店 计算机与互联网 书籍,47.20
包邮 从零开始学Python网络爬虫 Python网络爬虫开发原理工具书 python网,47.60
正版 Python网络爬虫实例教程（视频讲解版）网络爬虫概述  requests库入门,39.20
正版 Python数据科学导论 概念、技术与应用 python语言编程教程书籍数据科学入,41.50
包邮 从零开始学Python程序设计 python初学者指南 网络爬虫 数据采集 基础计,62.60
正版 Python编程从入门到精通 计算机与互联网 编程语言与程序设计 零基础学编程基础,60.30
正版 Python数据科学入门 计算机网络程序设计 数据分析教程 掌握用Python编程y,53.00
正版 Python机器学习 5个数据科学家案例解析 计算机与互联网 编程语言与程序设计,38.50
Python 程序设计基础实战教程 大数据 函数的定义与调用 由浅入深 系统实战 通俗易,35.70
Python+Spark 2.0+Hadoop机器学习与大数据实战 大数据技术教程书籍,72.80
Python机器学习 预测分析核心算法 Python开发程序设计教材 Python语言编程,51.00
包邮 零起点python足彩大数据与机器学习实盘分析 人工智能算法 大数据分析书,73.50
包邮  Python新手使用Django架站的16堂课  Python入门教程书籍 Dj,63.90
正版 数据结构与算法 Python语言实现 计算机与互联网 编程语言与程序设计 教材 研,87.60
正版 Python数据分析：基于Plotly的动态可视化绘图 要介绍Plotly在可视化,61.80
Python从入门到精通+C语言从入门到精通+java从入门到精通(第4版) 全3册 计算机自学书籍,209.40
python高效开发实战 Python语言编程基础教程书籍 核心编程 Python Web,89.00
玩转Django 2.0 Python编程教程书籍 DjangoWeb 开发技术 接口自动 计算机网,69.00
正版 Python语言及其应用 计算机与互联网 语言编程 利用Python语言解决各类实,31.50
正版 Python编程之美：zui佳实践指南 计算机/网络 程序设计 Python深入学,69.20
包邮  Python数据分析基础 python数据分析技术教程书籍 python数据挖掘,50.90
正版 机器人Python青少年编程开发实例 计算机 网络 程序设计 其他 编程语言与程序,47.00
正版 趣学Python 教孩子学编程 全彩印刷 少儿编程入门书 计算机知识 轻松有趣地掌,45.80
正版 语料库与python应用 python编程书籍 编程入门编程语言软件工程计算机语言,45.10
正版 Python数据科学导论 概念、技术与应用 python语言编程教程书籍数据科学入,44.25
正版 深度学习 基于Python语言和TensorFlow平台 视频讲解版 人工智能 学,36.70
青少年学Python,61.60
跟老齐学Python：Django实战,51.10
Python数据分析 开源Python模块数据分析 掌握强大的数据分析技术,42.10
精通Python爬虫框架Scrapy,44.10
树莓派Python编程入门与实战（第2版）,49.30
机器人Python极客编程入门与实战,44.10
异步图书 Python贝叶斯分析 从务实和编程的角度讲解贝叶斯统计中的主要概念和应用 概,51.40
预售 预计8月下旬发货 Python高性能 *2版 机器学习 人工智能 信息检索 数值计,43.10
异步图书 Python贝叶斯分析 从务实和编程的角度讲解贝叶斯统计中的主要概念和应用 概,55.20
预测分析-Python语言实现,53.10
【JG】 Python机器学习实践:测试驱动的开发方法,47.20
【包邮】Python机器学习 预测分析核心算法,58.00
【正版包邮】Python编程快速上手 让繁琐工作自动化 Python语言基础教程学习书,53.60
【正版包邮】Python编程 从入门到实践 python3.5绝技核心编程基础教程,67.40
