name,price
异步图书 Python贝叶斯分析 从务实和编程的角度讲解贝叶斯统计中的主要概念和应用 概,55.20
【JG】 Python机器学习实践:测试驱动的开发方法,47.20
预测分析-Python语言实现,53.10
【包邮】Python机器学习 预测分析核心算法,58.00
【正版包邮】Python编程快速上手 让繁琐工作自动化 Python语言基础教程学习书,53.60
【正版包邮】Python编程 从入门到实践 python3.5绝技核心编程基础教程,67.40
【正版包邮】像计算机科学家一样思考Python 第2版,48.00
机器人Python极客编程入门与实战/青少年学编程系列丛书,37.17
机器人Python青少年编程开发实例/青少年学编程系列丛书,37.17
正版 PYTHON从菜鸟到高手 李宁 清华 9787302507161,110.10
全新正版！区域包邮！Python自然语言处理 自然语言处理学习入门书籍 机械工业出版社,63.40
Python机器学习入门(影印版) 9787564169060,58.00
Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法详解及编程实现 97,50.00
区域包邮JG 软件架构 Python语言实现 Python软件架构框架开发设计教程书籍,69.20
全新正版！Python数据科学导论概念技术与应用 python语言编程教程书籍 机械工业出版社,44.20
零起点Python大数据与量化交易 大数据分析量化投资策略书籍 实盘交易手册 Python,99.00
正版现货 Python新手使用Django架站的16堂课 Python入门教程书籍 Dj,71.20
全新正版 现货 深度学习算法实践（基于Theano和TensorFlow）闫涛周琦 Python,90.30
电子工业   MicroPython入门指南 9787121328466 电子工业出版社,51.90
【正版包邮】PaddlePaddle深度学习实战 /Python库/AI人工智能编程开发/线性代数微,53.20
电子工业   Python云原生：构建应对海量用户数据的高可扩展Web应用 9787121,78.30
电子工业   Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法详解及,60.70
电子工业   Python程序设计基础 9787121302923 电子工业出版社,30.80
Python参考手册 第4版 修订版,57.90
【正版包邮】Python机器学习算法 赵志勇 python基础教程核心编程程序设计机器学习手册,53.20
Python社会媒体挖掘Python数据科学 数据挖掘 网络数据分析教程书籍 获取 存储 分析和可视,47.80
Python编程从入门到实践+学习编程第一步 零基础上手Python开发 全2册 pyhton从入门,118.00
Python 3程序开发指南(第2版 修订版),44.90
Python全栈开发实践入门 python全栈开发教程书籍 python全栈开发工程师前端,69.00
正版 跟老齐学Python:数据分析 法律 经济法 税法 跟老齐学Python 数据分析,61.80
Python社会媒体挖掘 数据科学数据挖掘网络数据分析教程书籍,69.00
包邮 Python极客项目编程 iTunes播放列表文件剖析 代码 命令行选项 海龟画图,50.90
【JG】 Python数据分析实战,62.40
【HW】 Python 3 数据分析与机器学习实战,54.50
【机工社】 Python数据科学导论：概念、技术与应用,47.80
包邮 中学生可以这样学Python 计算机网络 程序设计 中小学教辅 中小学阅读 课外阅,33.30
【JG】 Python网络爬虫从入门到实践,40.20
【正版】“笨办法”学Python（第3版）,46.90
正版 Python测试驱动开发 第2版 Django Selenium和JavaScri,89.10
包邮 Python数据科学手册 错误和调试 探索花哨的索引 处理缺失值 记录数组 计算机,81.90
"【正版】1764628|Python爬虫开发与项目实战Python,爬虫,Python编程,爬虫技术",79.00
【正版包邮】Python数据分析与挖掘实战 Python核心编程 Python语言开发入门教程,55.10
Python核心编程(第3版)&Python编程(从入门到实践) 共2册,147.78
正版 Python数据分析从入门到精通 计算机 网络 程序设计 其他 编程语言与程序设计,54.40
教孩子学编程(Python语言版全彩印刷),54.20
2本套 python编程从入门到精通 核心编程第二/三版 编程从入门到实践 Python语言开发指南,175.00
正版 Flask Web开发 基于Python的Web应用开发实战 第2版 基于Pyth,53.00
正版 21天学通Python 第2版 计算机 网络 程序设计 其他 编程语言与程序设计,47.60
数据结构与算法 Python语言实现 python编程入门基础教程指南 计算机程序设计实践图书籍 基,103.00
正版用Python写网络爬虫第2版网络爬虫开发实战教程书籍基础教学入门Python3深入理解计算机系,51.00
正版 Python程序设计第壹课 计算机与互联网 编程语言与程序设计 计算机 网络 程序,37.90
笨办法学python3编程从入门到实践 python基础教程核心编程从入门到精通 笨方法学pytho,52.00
【RT】 Python漫游指南,58.10
正版 Python基础教程 2版 计算机与互联网 编程语言与程序设计 编程的入门语言 安,36.70
自动化平台测试开发：Python测试开发实战,55.20
人民邮电:Python爬虫开发 从入门到实战（微课版）,34.00
Python 金融大数据分析 python入门基础教程 金融分析处理与开发书籍 数学推断统计学 金融,96.00
Python数字信号处理应用 Python在DSP中应用教程书籍Python语言,33.60
包邮 Python网络编程(Linux)  赵宏 Python语言编程入门教程书籍,31.60
Python机器学习 预测分析核心算法 人工智能深度学习参考书,49.30
Python自然语言处理,76.00
Python编程从零基础到项目实战(微课视频版),64.00
Python贝叶斯分析,45.00
包邮 Python科学计算(附光盘第2版)网站开发系统管理应用程序 Python数据库创建工具 程序,88.00
Python程序设计 第3版,49.30
零基础入门学习Python 3.0小甲鱼程序设计核心编程学习手册,38.10
包邮 R用户Python学习指南：数据科学方法|8053722,48.30
预售 预计9月上旬发货 Flask Web开发 基于Python的Web应用开发实战 *,50.40
Python物理学高效计算 Python编程教程 Python物理建模程序设计书籍 数据,73.80
MicroPython入门指南  邵子扬,46.00
程序员学Python,71.00
自学Python 编程基础、科学计算及数据分析,63.00
Python绝技：运用Python成为数据工程师,63.00
从零开始学Python数据分析与挖掘,63.00
Python机器学习经典实例,58.00
Python数据挖掘入门与实践,50.00
包邮 OpenCV算法精解：基于Python与C++ OpenCV入门教程书籍  ope,60.20
包邮 Python设计模式 第2版 计算机网络 程序设计 工厂方法模式 上下文—设计模式,29.90
正版 Python算法教程+数据结构 Python语言描述 语言编程入门 利用Pytho,106.30
包邮 流畅的Python  python编程教程书籍 python代码大全 python,110.50
正版 笨办法 学Python 3+用Python写网络爬虫 第2版 基础编程 自学教材书,71.70
跟老齐学Python：Django实战+Python新手使用Django架站的16堂课2本,120.00
Python+Spark 2.0+Hadoop机器学习与大数据实战,76.50
Python贝叶斯分析 计算机与互联网 编程语言与程序设计 应用教学 人民邮电出版社,55.00
Python深度学习 Python人工智能入门教程 Python基础教程  机器学习书籍,48.90
自学Python 编程基础、科学计算及数据分析 Python即学即用,39.00
FLASKVEB开发：基于PYTHONR的WEB应用开发实战（第2版）,55.20
现货 机器人Python极客编程入门与实战 Python极客团队 python极客机器人编程书籍,53.00
【官方正版】 中学生可以这样学Python 青少年编程 小学生编程 儿童编程 编程自学 从,31.00
Python爬虫开发与项目实战,62.41
Python编程导论(第2版),54.51
Python科学计算基础教程,49.00
像计算机科学家一样思考Python第2版,49.00
零基础学编程：树莓派和Python,42.00
Python趣味编程入门,39.00
Python程序设计课,39.00
Python编程快速上手 让繁琐工作自动化,41.40
正版 Python数据分析(第2版) python数据分析从入门到精通 新手学用Pyth,56.50
正版 Python程序员面试算法宝典 计算机 网络 设计应用 程序设计 Python 面,52.10
零基础入门学习Python,41.60
Python高性能编程 python 编程,58.80
Python编程入门(第3版),27.90
零基础学Python（图文版）,49.30
Python编程入门 全3册 Python编程从入门到实践 零基础入门学习Python P,198.70
正版现货！2K你也能看得懂的Python算法书9787121352553 电子工业出版社作者王硕 等,44.30
Python编程(第四版) 9787512355309,198.00
正版现货 2K 9787111539896 Python即学即用 张燕妮 机械工业出版社,39.00
正版现货2K 9787111544340 数据科学导论：Python语言实现 (意)阿尔贝托·博斯,38.20
预售 包邮 疯狂Python讲义+Python编程 从入门到实践 零基础学python3.5编程书籍,154.30
深入浅出深度学习(原理剖析与Python实践),68.10
Python密码学编程,63.40
包邮 Python项目开发实战,58.80
包邮 Python计算与编程实践：多媒体方法(原书第2版)|3661972,48.30
Python Cookbook（第3版）中文版,92.00
Python语言及其应用,68.00
Python高级编程（第2版）计算机编程语言 人民邮电出版,77.40
电子工业   Python编程之美：佳实践指南 9787121347573 电子工业出版社,78.30
Python编程(第四版),142.00
包邮 Django 2.0 入门与实践+玩转Django 2.0书籍 Python编程教程书籍 3本,173.60
C语言程序设计从入门到精通c语言经典零基础自学编程 计算机数据结构算法python javascri,61.00
Python编程快速上手 让繁琐工作自动化 Python从入门到精通 Python编程书籍 计算机程,58.00
Python金融实战  计算机编程语言与设计 编程指南 人民邮电出版社,68.70
编程超有趣 奇妙Python轻松学 第1辑 计算机与互联网 编程语言与程序设计 含视频教学,55.20
Python高性能 第2版 计算机与互联网 编程语言与程序设计 进阶版书籍 涵盖针对数值计算和科学代,47.20
正版现货 Python基础教程(第3版),72.30
106 Python 3 0科学计算指南 9787115481146 人民邮电出版社,55.20
清华  深入浅出Python机器学习 9787302503231 清华大学出版社,59.30
电子工业   深度学习：基于Keras的Python实践 9787121341472 电子,51.90
清华  Python程序设计课 9787302509905 清华大学出版社,42.10
Python Cookbook(第3版)中文版,70.20
Python自然语言处理实战：核心技术与算法,44.90
Python编程入门 第3版 Python语言核心编程教程书籍python学习手册 Python基础,40.00
包邮  趣学Python——教孩子学编程,45.80
包邮 图解算法 使用Python书籍 简单有趣的算法入门书吴灿铭,36.60
包邮 Python 深度学习实战+深度学习 基于Keras的Python实践+深入浅出深度学习,156.80
正版现货 图解数据结构--使用Python,58.50
OpenCV 3计算机视觉 Python语言实现（原书第2版）计算机教材教程书籍 人脸检测与识别 图,43.00
Python社会媒体挖掘 数据科学数据挖掘网络数据分析教程书籍,55.20
【JG】 Python数据可视化,54.50
【正版】精通Python网络爬虫：核心技术、框架与项目实战 python数据挖掘与分析参考书籍,69.00
【正版】利用python进行数据分析 python数据分析教程  大数据 统计分析 应用软件 数据聚,89.00
【正版】Python数据分析基础 零编程经验也可学会用Python语言进行数据分析,69.00
包邮  Python数据处理,73.80
包邮 量化投资 以Python为工具 Python语言处理数据Python金融 金融投诉管理书,64.80
正版现货 Python数据分析从入门到精通,51.10
Python数字信号处理应用,38.30
正版 零基础学编程 树莓派和Python 计算机原理 python编程教程 树莓派入门教,39.60
正版 Python机器学习 5个数据科学家案例解析+机器学习 计算机与互联网 编程语言与程序设计,105.60
正版 Python与量化投资-从基础到实战 Python量化投资策略分析技术工具书籍 金,76.50
包邮 零起点python足彩大数据与机器学习实盘分析人工智能算法大数据分析 Python,73.50
包邮 Python爬虫开发与项目实战 Python编程入门教程书籍数据采集教程 爬虫框架,60.80
正版 Python数据分析(第2版) python数据分析从入门到精通 新手学用Pyth,56.50
Python程序设计基础与应用,45.10
毫无障碍学Python(附光盘),48.70
Python数据处理/图灵程序设计丛书,84.30
"Python统计分析 建模 数据分析 讲述统计数据分析与应用 Springer""统计和计",63.20
Python 程序员面试算法宝典 IT企业面试笔试算法 高频题目详解分析 计算机相关专业毕业生面试笔,68.00
跟老齐学Python数据分析,49.77
Python密码学编程 初学者指南  信息安全加密算法软件开发计算机源代码 计算机,67.62
正版现货 Python贝叶斯分析,50.40
正版现货  从零开始学Python网络爬虫,43.66
机器人Python青少年编程开发实例,43.66
正版现货  Python物理建模初学者指南,43.07
包邮 Web接口开发与自动化测试 基于Python语言+全栈性能测试修炼宝典:JMeter实战,102.80
正版 Python自然语言处理实战 核心技术与算法 计算机算法 表达式在NLP的基本应用,55.10
正版 Python数据分析从入门到精通 计算机 网络 程序设计 其他 编程语言与程序设计,54.40
包邮 Python程序设计与算法基础教程（21世纪高等学校计算机专业实用规划教材）Pyt,45.00
包邮 精通Python自然语言处理   python自然语言编程指南 python程序设,45.00
正版 Python程序设计基础与应用  计算机专业本 专科程序设计基础课程教材 以及Py,35.50
全3册 Python编程从零基础到项目实战+C语言从入门到精通+Java从入门到精通 P,259.40
Python数据科学手册/图灵程序设计丛书,92.80
Python数据分析实战 计算机 网络 程序设计 数据分析 数据可视化 机器学习,57.82
正版LPython 3爬虫、数据清洗与可视化实战 零一、韩要宾、黄园园 电子工业出版社 9,38.20
Selenium自动化测试 基于Python语言,39.80
正版 玩转Python网络爬虫 黄永祥 网络程序设计Python网络爬虫数据分析采集Py,58.30
正版 Python社会媒体挖掘 马尔科 邦扎尼尼 python数据科学入门教程书平台交互,55.50
包邮 Python自然语言处理实战 核心技术与算法+文本上的算法 2本 神经网络机器学习书籍,102.90
正版 深入浅出Python机器学习 段小手AI人工智能机器学习参考书籍有监督无监督学习模,58.30
Python即学即用 9787111539896 机械工业出版社 张燕妮,40.00
青少年学Python Python中小学编程入门自学书籍编程真好玩趣学Python,58.20
Python 3学习笔记 上 基于Python 3.6 深入语言底层 分析解释器的,87.22
Python数据处理 全面掌握用Python进行爬虫抓取以及数据清洗与分析的,62.37
正版 Python语言在Abaqus中的应用 曹金凤 等编著 脚本接口快速建模访问输出数据库外部数据,39.00
Python编程快速上手让繁琐工作自动化+Python核心编程 第3版 全2册,139.10
Python Qt GUI快速编程:PyQt编程指南 计算机网络 python语言编程入门,79.00
正版 Python自然语言处理实战 核心技术与算法核心技术与算法自然语言处理教程书籍神经,52.00
正版 Python程序设计第#课 赵军Python语言编程基础入门教程书籍Python语,40.20
包邮 机器人Python青少年编程开发实例+MicroPython入门指南 2本 青少年儿童编程书籍,88.80
Python 3爬虫 数据清洗与可视化实战+Python3网络爬虫开发实战 2本,105.60
包邮预售 Python 3.6零基础入门+Python3.6编程实践指南 计算机科学入门 原书第3版,95.50
Python计算机视觉编程;计算机类-软件开发(Jan Eri,53.82
Python机器学习 预测分析核心算法 预测算法数据分析,53.82
包邮 Python开发实战:Django、Tornado、Flask、Twisted,69.90
包邮 Python金融实战 金融数据分析教程书籍 数据计算器编程教程 应用 机器学习算法,58.80
正版 Python与量化投资-从基础到实战 Python量化投资策略分析技术工具书籍 金,76.50
正版 达人迷 Python趣味编程10例 Python入门到实践 青少年编程书籍 STE,71.90
Python高性能 2版 机器学习人工智能 信息检索 数值计算可视化Python开发人员进阶书,41.30
异步图书 Python贝叶斯分析,53.90
包邮 深入浅出数据科学+Python机器学习 5个数据科学家案例解析 共2册Python编程技术教程,86.80
包邮 Python Linux系统管理与自动化运维 Python Linux操作系统编程,67.90
Python神经网络编程 入门教程书籍  网络编程 神经网络 入门图书 人工智能,53.00
包邮 Python程序设计开发宝典 Python程序设计 Python语言编程 文本排版,50.90
正版 Python深度学习 Python人工智能入门教程 用Python快速学习深度神经,45.80
Python 程序设计基础实战教程 大数据 函数的定义与调用 由浅入深 系统实战 通俗易,35.70
Python贝叶斯分析 释放贝叶斯框架的灵活性与力量,49.30
"Python编程 正版图书 (美)卢茨(Mark Lutz) 著;耿邹晓,瞿乔,任发科 等",159.39
包邮 从零开始学python数据分析 视频教学版 Python数据分析入门书籍 数据图表绘制,52.60
Python极客项目编程,48.30
Python机器学习实践:测试驱动的开发方法 Python程序设计 人工智能机器学习,46.00
包邮 零基础入门学习Python 小甲鱼 pyhton3.0从入门到精通python语言程序设计书籍,34.70
Python网络编程(Linux),27.30
包邮 玩转Django 2.0 黄永祥+Python新手使用Django架站的16堂课书籍 2本,114.60
正版创物联网Python开发实战 9787121337512 电子工业出版社,41.40
包邮 PyQt5快速开发与实战+Python Qt GUI快速编程 PyQt编程指南 2本,125.60
包邮 编程超有趣 奇妙Python轻松学 第1辑+Python趣味编程入门书籍 2本,85.60
Python基础教程(第3版),98.00
Python高性能编程,63.00
Python与有限元,56.00
自动化平台测试开发：Python测试开发实战,55.00
包邮 【扫码看视频】Java程序设计第一课+Python程序设计第一课 赵军 2本 同步视频教学,72.60
包邮 Python网络爬虫实战 第2版+Python 3网络爬虫开发实战书籍 2本,131.60
包邮 Selenium 2自动化测试实战 基于Python语言   虫师 se2.0自动化测试教程书,43.30
包邮 精通Scrapy网络爬虫 Python流行框架Scrapy核心技术 网络爬虫的开发技巧书籍,44.50
量化投资：以Python为工具 计算机与互联网 书籍,98.00
零起点Python大数据与量化交易 计算机与互联网 书籍,81.20
Python云原生：构建应对海量用户数据的高可扩展Web应用 计算机与互联网 书籍,67.60
机器人Python青少年编程开发实例  史向东,46.00
21天学通Python 计算机与互联网 书籍,41.90
语料库与Python应用 计算机与互联网 书籍,37.70
Selenium自动化测试：基于Python语言 计算机与互联网 书籍,36.30
正版 Python从菜鸟到高手 Python核心知识点以及Python在Web开发 python3p,99.00
现货 python语言程序设计基础 第2版第二版 嵩天 礼欣 黄天羽 大学计算机课程改革项目规,44.00
Python数据分析 第2版(影印版) Wes McKinney 978756417519,74.30
从零开始学Python程序设计,67.20
树莓派Python编程入门与实战(第2版),63.40
Python树莓派编程,45.00
正版 PYTHON基础教程（第3版） （挪威）海特兰德　人民邮电,79.20
Python数字信号处理应用  [美]艾伦·唐尼(Allen B.Downey),28.40
达人迷 Python趣味编程10例 Python入门到实践 青少年编程书籍 STEAM&,70.31
全新正版！Python程序设计基础与应用 董付国 Python编程基础教程书籍  机械工业出版社,36.70
Selenium 2自动化测试实战——基于Python语言 9787121278532,42.00
Python树莓派编程 9787111550303,32.00
2K 9787111539759 OpenCV 3计算机视觉：Python语言实现(原书第,39.20
清华  Python+Spark 2 0+Hadoop机器学*与*数据实战 9787302,85.10
电子工业   跟老齐学Python：数据分析 9787121340031 电子工业出版社,69.50
电子工业   Selenium 2自动化测试实战——基于Python语言 97871212,51.90
Python高效开发实战——Django、Tornado、Flask、Twisted,57.90
"Python参考手册(第4版)，  9787115242594 (美)比兹利,谢俊,杨越,",424.00
Python编程基础,45.00
104   零基础学编程：树莓派和Python 9787121343445 电子工业出版社,30.90
Python核心编程 第3版,64.40
Python网络数据爬取及分析从入门到精通 爬取篇 Python零基础教程书籍 网络分布式爬虫框架,41.80
【JG】 程序设计导论：Python语言实践(英文版),105.60
【JG】 Python爬虫开发与项目实战,62.40
【HW】 Python数据可视化,55.90
【JG】 从零开始学Python网络爬虫,50.20
【JG】 OpenCV 3计算机视觉：Python语言实现(原书第2版),40.20
【正版包邮】利用Python进行数据分析 python基础教程 企业数据分析书籍,65.50
Python物理建模初学者指南 数据处理入门到实践 数据可视化编程,44.10
【正版包邮】利用Python进行数据分析 Python编程从入门到实践 核心编程基础教程网络爬虫入门,94.20
【正版】数据结构 Python语言描述 Python语言版 国外高等院校信息科学与技术教材 计算机教,69.00
Python数据分析（第2版）,49.30
精通Python自然语言处理 NLP python处理,43.90
Python数据分析与应用 企业真实项目案例 源代码等相关学习资源 大数据 数据分析 数,37.10
像计算机科学家一样思考Python Python核心编程 python进行数据分析基础教,35.90
【】Python测试之道,59.80
和孩子一起玩编程+父与子的编程之旅(与小卡特一起学Python),107.61
Python编程快速上手 让繁琐工作自动化 Python面向实践编程实用指南书,48.90
Python爬虫开发 从入门到实战 微课版 微课版Python爬虫 案例丰富 讲解详细,36.40
Python科学计算基础教程 计算机编程语言与结构 人民邮电出版社,42.60
Python 3网络爬虫开发实战 崔庆才,70.00
Python机器学习经典实例(影印版)(英文版),70.08
python基础教程 零基础学python3.5编程从入门到实践 精通计算机程序设计pathon核心,89.00
【RT】 Python自然语言处理(影印版),68.90
利用python进行数据分析(原书第2版) O'Reilly 基础教程Python实践从入门到精通计,116.00
用Python写网络爬虫 第2版 计算机编程语言与程序设计 python学习手册,40.50
零起点Python大数据与量化交易,73.26
达人迷 Python 趣味编程10例 Python入门到实践 Python编程初学指导书 青少年编程,87.00
Python数据分析 *二2版 Python 数据科学教程书 数据分析 Python机器,51.40
自学Python——编程基础、科学计算及数据分析,60.80
程序设计导论 Python计算与应用开发实践 原书2版 计算机科学丛书,69.00
Python 基础教程 第3版 零基础学python3.5编程从入门到实践 精通计算机程序设计 核心,89.00
正版现货  Python程序设计案例课堂,51.06
正版现货 Python 3程序开发指南(第2版 修订版),50.40
Python设计模式 第2版,28.47
PYTHON数据分析基础教程/王斌会,39.60
包邮 Python科学计算最佳实践：SciPy指南 开源Python算法库数学工具包书籍,51.60
Python数据科学手册 错误和调试 探索花哨的索引 处理缺失值 记录数组 计算机,106.82
利用Python进行数据分析 利用Python进行数据分析 计算机与互联网 编程语,91.70
正版 机器学习：使用opencv和python进行智能图像处理 计算机与互联网 编程语言,53.50
正版 Python从菜鸟到高手 Python核心知识点以及Python在Web开发 数据,95.60
Python游戏编程快速上手 第4版 计算机网络 程序设计制作流程书 游戏编程入门,67.62
全新正版 Python编程基础 张健 张良均 人民邮电出版社 9787115474490,31.40
正版 你也能看得懂的Python算法书 王硕 python基础教程从入门到精通利用pyt,48.20
正版 Python程序设计案例教程 从入门到机器学习 微课版  专科教材 工学 计算机,38.60
套装2册 流畅的Python+Python高性能编程  python编程教程书籍 pyt,160.60
包邮 Python高性能编程python编程教程书籍 python核心编程 python,57.50
正版 Python微控制器编程从零开始 使用MicroPython 计算机与互联网 信息,39.20
正版名Effective Python:编写高质量Python代码的59个有效方法 978,35.40
正版 R用户Python学习指南：数据科学方法  R与Python语言编程入门教程图书数,56.20
正版 Python 3.0科学计算指南 Python3并发编程 Python3.0编程语,53.00
包邮 Python程序设计与算法基础教程（21世纪高等学校计算机专业实用规划教材）Pyt,45.00
包邮 Python数据科学入门 计算机网络 程序设计 教材 高职高专教材 计算机 计算机,38.60
正版 程序设计导论：Python计算与应用开发实践 原书第2版 专科教材 工学 计算机,82.60
正版 Python 3.0科学计算指南 克劳斯福勒 编程面向对象程序设计教材绘制表格图形,57.60
Python编程-从入门到实践＋Python网络爬虫从入门到实践 2本,96.60
Python测试驱动开发 使用Django Selenium和JavaScript进行Web编程2版,88.00
正版 深度学习入门-基于Python的理论与实现+笨办法 学Python 3(全2册),78.90
Python数据科学手册 图灵程序设计丛书,82.60
Web API的设计与开发+Web接口开发与自动化测试 基于Python语言 2本,78.50
Python与量化投资 从基础到实战 王小川,69.00
包邮 玩转Python网络爬虫+Python3爬虫 数据清洗与可视化实战+Python数据分析入门,129.00
Python 网络爬虫实战+Python程序设计教程  Python语言编程教程书籍,88.50
包邮 Python物理学高校计算 Python编程书 Python代码技术大全 Pyth,74.70
正版 程序员学Python 计算机 网络 程序设计 程序设计领域学者裘宗燕教授潜心力作,67.50
包邮 从零开始学Python程序设计 python初学者指南 网络爬虫 数据采集 基础计,62.60
Python编程导论 *2版 掌握用计算思维解决问题的能力  基于python3.5讲解,53.00
包邮 Python数据处理 全面掌握用Python进行爬虫抓取以及数据清洗与分析的方法,74.30
包邮 Python与量化投资 从基础到实战 +量化交易之路 用Python做股票量化分析 2本,134.80
Python机器学习,45.80
Python Cookbook 第三版 中文版 第3版 David Beazley著 零基础学习py,75.90
虫术——Python绝技,79.00
包邮 跟老齐学Python：Django实战 Django开发实战教程书籍 Django,52.50
正版 Python社会媒体挖掘 计算机 网络 程序设计 其他 Python  人民邮电出,53.00
Python面向对象编程指南,51.00
包邮 你也能看得懂的Python算法书+Python算法教程书籍 python语言编程入门书籍,94.60
Web接口开发与自动化测试——基于Python语言,58.00
Python网络编程 第3版 Python3爬虫数据分析编程理解技术 Python构建网络应用程序技,55.50
零基础入门学习Python 9787302438205,33.70
Python程序员面试算法宝典,48.80
Python金融实战,78.00
Python编程基础 计算机 网络 程序设计 其他 计算机与互联网  Python基础知,31.90
量化投资：以Python为工具,99.00
Python带我起飞——入门、进阶、商业实战,61.60
Python数据分析入门——从数据获取到可视化,41.30
教孩子学编程Python语言版+趣学Python 教孩子学编程 全2册 程序设计书籍 python从,86.00
正版 数据结构 Python语言描述 计算机网络 基于Python语言的数据结构基础编程,50.10
正版 Python游戏编程入门 计算机 网络 图形图像 多媒体 游戏开发 课件设计 人民,38.60
包邮 Python黑客攻防入门  Python黑客攻防技术教程书籍 Web黑客攻击程序应,45.80
Python物理建模初学者指南,58.00
Python编程快速上手 让繁琐工作自动化,55.00
Python 3 6零基础入门与实战,47.00
从Python开始学编程,39.00
零起点Python机器学习快速入门,38.00
包邮 实用机器学习+深入浅出深度学习 原理剖析与Python实践,116.00
Python语言程序设计,33.20
PySpark实战指南：利用Python和Spark构建数据密集型应用并规模化部署 978,32.80
（正版） 深度学习：基于Keras的Python实践  9787121341472,50.20
Python语言及其应用,63.99
Python自然语言处理实战,57.27
编程超有趣 奇妙PYTHON轻松学(第1辑),55.89
Python网络爬虫从入门到实践,40.67
Python趣味编程入门 人工智能 青少年学编程 人工智能热门编程语言 附赠源代码文件,49.00
跟老齐学Python：Django实战,68.00
学习编程步 零基础上手Python开发,64.00
零压力学Python,63.00
Python与神经网络实战,63.00
Python测试驱动开发 使用Django Selenium和JavaScript进行W 第二版,95.20
Flask Web开发 基于Python的Web应用开发实战 第2版,49.30
Python物理建模初学者指南 数据处理入门到实践 数据可视化编程,44.10
Python数据分析（第2版）,49.30
精通Python自然语言处理 NLP python处理,43.90
正版 精通Python爬虫框架Scrapy+用Python写网络爬虫 第2版 数据抓取,81.20
包邮 机器人Python极客编程入门与实战 Python极客团队 python极客机器人,45.80
正版 Python语言在Abaqus中的应用 计算机 网络 程序设计 Python  编,38.80
正版 Python自然语言处理 计算机与互联网 编程语言与程序设计 计算机网络 程序设计,61.80
正版 Python自然语言处理实战 核心技术与算法 计算机算法 表达式在NLP的基本应用,55.10
预售包邮Python3.6编程实践指南 计算机科学入门 原书第3版+Python 3.6零基础入门书,94.50
包邮 树莓派开始，玩转Linux+零基础学编程：树莓派和Python 2本 树莓派编程教程书籍,85.80
包邮 Python 3.0科学计算指南+自学Python 编程基础、科学计算及数据分析+物理学计算,180.60
包邮   Python机器学习算法+深入浅出深度学习：原理剖析与Python实践,110.90
Python 3学习笔记（上卷）,57.90
软件架构：Python语言实现,55.30
Python程序设计与实践——用计算思维解决问题,24.70
【】Python核心编程 第3版+Python基础教程（第3版）,193.00
Python即学即用 畅销书籍 计算机 正版python即学即用 张燕妮,41.00
Python树莓派编程 畅销书籍 计算机 正版 沃尔弗拉姆 多纳特(Wolfram Don,40.20
Python开发向导 畅销书籍 计算机 正版Python 开发向导 肖睿,38.00
"Python网络爬虫从入门到实践 唐松,陈智铨 编著 编程语言 机械工业出版社 97871",40.20
教孩子学编程Python语言版+趣学Python 教孩子学编程 全2册 程序设计书籍 python从,118.00
区域包邮TZPython机器学习及实践+实用机械学习+大战机械学习+深入浅出深度学习 机械,207.40
从零开始学Python程序设计,67.20
Head First Python(第二版) 9787519813635 Paul Bar,83.20
Keras快速上手：基于Python的深度学习实战 谢梁 9787121318726,51.40
Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法详解及编程实现 97,44.90
【正版】流畅的Python PSF研究员 知名PyCon演讲者心血之作 全面深入 对Python语言,139.00
Python数据分析从入门到精通,59.00
Python程序员面试算法宝典,52.00
Python数据分析与应用 企业真实项目案例 源代码等相关学习资源 大数据 数据分析 数,37.10
像计算机科学家一样思考Python Python核心编程 python进行数据分析基础教,35.90
Python编程快速上手 让繁琐工作自动化 Python面向实践编程实用指南书,48.90
Python爬虫开发 从入门到实战 微课版 微课版Python爬虫 案例丰富 讲解详细,36.40
包邮 Selenium自动化测试 基于 Python 语言 web UI测试入门书籍 构,38.60
Python应用开发实战  计算机编程及程序设计 python核心编程 基础教程 人民邮电出版社,68.70
Python语言及其应用,63.00
Python极客项目编程 提升计算机编程技能 人民邮电出版社,60.00
图解数据结构--使用Python,59.90
包邮 Python编程之美 实践指南+流畅的Python 2本 Python编程入门到精通,165.60
包邮 量化金融投资及其Python应用+Python与量化投资 从基础到实战书籍 2本,107.80
包邮 从零开始学Python数据分析+Python数据分析入门 从数据获取到可视化书籍 2本,92.60
包邮 【扫码看视频】Java程序设计第一课+Python程序设计第一课 赵军 2本 同步视频教学,72.60
包邮 Python网络爬虫实战 第2版+Python 3网络爬虫开发实战书籍 2本,131.60
包邮  Python机器学习实践指南 程序设计 python书籍,53.30
机械工业：深度实践OpenStack：基于Python的OpenStack组件开发,55.00
人民邮电：我的Python世界 玩《Minecraft我的世界》学Python编程,48.00
正版 PYTHON机器学习：5个数据科学家案例解析 （美）哈龙 清华,39.80
Python编程快速上手让繁琐工作自动化+Python核心编程第3版 2册 编程基础教程网络爬虫入门,168.00
现货 Python编程从零基础到项目实战（微课视频版）Python基础教程第3版 编程入门,49.20
Python+Spark 2.0+Hadoop机器学习与大数据实战 大数据技术教程书籍 大数据理论和,127.00
PYTHON 3.7从零开始学,65.57
